,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,loss,mean_absolute_error,mean_absolute_percentage_error
154,22384.69274786,31.08555688,7.16044416,26539.42620362,35.16835104,7.61147023
155,17449.66882841,28.62877199,7.44121014,23657.41074536,34.03654096,7.60467817
156,15849.97377983,31.68311311,8.45573851,24599.36438840,36.21652352,8.13346362
157,8503.24161184,23.62862533,7.33841783,12896.99622707,26.46846217,7.90010371
158,7032.98190024,23.74083936,6.90418141,10472.10403471,28.09904563,7.48244538
159,37024.17687806,57.55301220,8.67896594,12744.63579442,33.01781550,7.55167523
160,9581.47680156,31.27387238,7.34654410,15138.05112484,34.56435944,7.58953151
161,9014.00978714,24.35922491,7.65322558,20812.25319016,38.33569785,8.46490379
162,26747.80747782,44.42510647,8.46671711,9958.32916885,29.24688057,7.87164967
163,23115.86374694,40.58179353,10.08535423,17361.09807002,35.34440192,8.39678917
164,6808.10705611,20.58496006,7.84725547,12796.08614394,30.46862745,8.93238694
165,119389.61325734,102.66291212,12.04095236,12923.94819784,31.51176398,8.40829168
166,6142.21699625,23.69023176,7.95988244,12381.80522684,31.02470524,8.50564228
167,10801.54681189,25.72242618,9.25901381,19018.66622487,34.50898559,8.64933578
168,3881.68365495,19.00092094,7.95806992,7150.28756941,23.81274015,8.80980997
169,4449.14676360,20.11355122,7.43605319,8148.60942836,27.32733215,8.21242722
170,3458706.37919217,82.46701484,11.27494672,12573.10566519,32.11419195,8.46200717
171,28938.08532359,34.23643242,8.87611083,27045.19291626,29.89132796,8.74004298
172,9558.72463472,21.55673419,8.31367321,13363.26441052,24.77886240,8.77309158
173,14612.97634639,28.08079492,8.74743227,14162.14504949,25.79879620,8.85802720
174,5173.77654433,20.88912921,8.33730013,13637.00519434,31.10703449,9.15926098
175,8998.73247686,33.72503701,9.18607149,12282.60265203,31.81955267,8.76988720
176,8535.02532512,28.31716794,7.68029714,13450.92780443,34.46995323,8.54966364
177,17565.35899346,43.15915643,8.71607796,15399.10291950,36.47201730,8.39250278
178,9793.84828833,28.27204066,8.23094322,15792.80867978,34.11572816,8.37125156
179,14437.90121443,26.90091260,8.73691186,21622.67631506,37.90710468,8.88708857
180,15925.95856602,39.61077115,9.93695634,11344.40801048,24.44523733,8.86936259
181,12804.32257258,36.22587323,8.98541236,11928.61135465,31.86049813,9.12260071
182,5568.45811228,28.16774740,8.28643627,11738.68611581,33.28356060,8.63663533
183,41133.45849908,37.98613154,8.39218896,14543.41398067,35.73548655,8.38989343
184,29053.93298367,52.06801171,9.35189002,14856.80423850,31.63234051,8.34806890
185,4884.10276497,23.14814946,7.92923601,14748.10086846,34.20704814,8.69670579
186,6251.70131483,20.97765595,8.52025023,14035.14461351,31.52365358,8.57157571
187,45360.85146114,21.69897111,7.99860491,12835.94575249,31.49535017,9.00664299
188,13158.74440120,33.84855262,8.41587439,11656.64016627,32.86731483,8.57128160
189,12407.52654863,37.97345250,8.62378308,13574.49996933,34.28977611,8.49956927
190,3163.31289397,19.49607311,7.30200631,15054.32140618,36.85217944,8.49872521
191,14903.06647510,42.52230350,9.26105556,14512.75667811,34.34688954,8.33219556
192,57750.17849220,69.58735080,10.40710771,20115.09055945,40.28349011,9.01134392
193,27747.72672506,54.58242110,10.89720003,14234.58642829,32.55273166,8.90549493
194,36781.67243727,59.23688399,9.72884863,13588.69778171,34.86175956,8.93934171
195,27241.76869645,46.88741006,9.31707763,13705.29450216,32.77297978,8.85407084
196,2088.86043476,16.38338404,7.19898094,13593.94171942,32.46440015,8.56362569
197,24944.83784807,46.88642961,9.10849821,13021.66366573,29.84594595,8.42835068
198,3093.14864716,18.68910540,7.29609076,8994.85805172,26.83268085,8.20456725
199,3162.32073157,18.59245373,6.89793626,9328.00942073,28.15498105,7.72570142
200,2808.36967469,18.47538470,6.81447031,10510.23996833,27.69729609,7.55819014
201,3076.17113104,17.78374306,6.59128724,11016.71361694,30.88577814,7.59801899
202,6696.71484471,22.32191458,7.05017180,12154.05762190,29.31647821,7.52555175
203,5378.60066148,24.46790405,6.79674006,10684.76340679,29.47141777,7.46362687
204,2511.83710627,15.59591298,6.30226333,11658.35167296,33.05359563,7.56386571
205,3004.60402148,17.19654862,6.25875281,12407.47877059,29.50652489,7.31376307
206,16665.40204636,36.50372011,7.53624354,11157.95963228,27.29896407,7.02921518
207,1801.38233820,14.54030529,6.15839367,9440.49029777,26.89100687,6.94605407
208,3554.84203378,20.79507240,6.25180336,9600.76965963,27.20803860,6.80639611
209,4669.95852490,23.77891382,7.43368189,9560.73696271,29.27963825,6.82487438
210,11081.19740141,36.24636906,8.38249823,13846.15346892,33.22807559,7.33825064
211,4905.38710029,19.34818088,6.78385786,10421.91105641,27.84694022,7.28927041
212,3659.01125784,22.63191742,6.88156568,9228.77157676,28.91900867,7.22350275
213,23740.37692970,41.66994961,7.23899806,12970.35189854,32.88349917,7.20463183
214,16505.61471083,38.99567272,8.55429752,12603.25048424,33.13008559,7.24782882
215,24303.12816325,45.52894723,7.60770110,12792.01245601,31.86217683,7.44100616
216,16977.09113946,32.47385685,7.42436072,13639.49535465,32.95722626,7.38452575
217,7620.56514831,25.04196296,6.53667290,13348.65789628,30.89540172,7.26308217
218,48316.39260251,64.58493892,8.62981435,8596.86740913,26.99395864,6.94215767
219,9910.21240055,32.15754028,7.24129629,12268.84925019,30.74133559,7.02808206
220,6072.90659090,26.62792656,6.90018304,11628.05631442,29.65278549,6.97620667
221,5663.98953632,24.19280109,6.98836734,10389.55454043,30.25386982,6.90918427
222,4984.86383300,14.92620376,5.64302678,10961.69658706,31.11790355,6.95862047
223,4616.32845203,21.45791324,6.66622453,9419.15386006,25.15261183,6.63112375
224,23003.35149939,32.53395752,6.70551907,7197.36334157,25.27092674,6.41986158
225,4592.01615189,22.06258821,5.97029521,9688.37984095,28.87607047,6.48905954
226,115920.43555692,71.96851500,9.64921972,10639.42744658,30.57395874,6.51016809
227,5093.94041463,23.23736173,5.47593255,9845.10849845,25.36271823,6.06406241
228,3110.73736828,15.62612901,4.92391531,10026.05374261,30.00489670,6.12203241
229,8479.85286442,30.33007761,6.55807292,8333.41286953,24.33748217,5.69514665
230,5209.21376702,26.98592416,6.81689284,8318.26128603,27.22528123,5.90586122
231,15347.07047052,39.77194945,6.98736301,11139.21431128,31.34979287,6.42452534
232,1827.45134400,13.59293454,5.12361157,9937.94096774,29.74018160,6.33733901
233,4499.34112751,18.34231268,6.12727964,14086.08027703,30.64489649,6.83193129
234,20531.49675451,39.88989160,6.71693292,8350.84422307,27.96755978,6.61977965
235,10005.15066459,31.54533415,6.58533082,11781.75056443,28.71915510,6.56404282
236,8068.86939403,31.14788795,6.43724607,4377.16917355,21.61472828,6.12484312
237,4519.80478838,23.98717886,5.88765696,7779.26730856,25.84944182,5.98880005
238,5280.33110848,24.84399633,5.95958228,8513.74239715,28.21378162,6.03340701
239,16334.88238793,39.58200815,6.73400258,9922.12023190,29.26997120,6.28154267
240,1419.77276096,13.70896793,5.16915560,10929.36966580,29.53781306,6.31154589
241,17273.38047927,39.10001927,6.49502747,8146.30963668,27.15967586,6.07833073
242,5449.31789775,26.28794775,6.30383330,11015.87130540,30.76431652,6.27881385
243,25959.29305577,56.12276720,9.40831082,11392.24820337,29.33155355,6.26937012
244,4386.42120850,24.67639640,6.60987489,9874.96823176,29.08099035,6.42049763
245,6812.17466675,29.65729536,6.94475457,10327.77841423,27.73945246,6.54736040
246,5839.32357137,25.76342588,5.89843533,7595.49233304,26.64507778,6.11799198
247,16618.48813064,42.14694945,7.22358459,9315.66666076,28.77572501,6.13881734
248,2011.06397357,16.14348957,5.35787316,9139.65913396,27.77797825,6.07364952
249,4818.97698325,20.65876676,5.38393553,9103.80499857,28.56760127,6.10862982
250,5564.66767853,19.14225041,5.13619129,9912.91799653,28.05753225,6.08498119
251,1473.79705657,12.25869566,4.77769693,9375.82316153,27.24143624,5.93132459
252,7152.01778515,23.74279324,5.83321774,9791.51177631,28.84401254,5.93739938
253,8748.00494664,29.12856722,6.17556826,9443.40618998,26.78865734,6.03137603
254,1844.27336710,15.59999042,5.28895902,11555.59620377,30.91699735,6.45716107
255,1462.71423821,13.05549043,4.90557259,7622.40278492,23.10772201,5.75491867
256,2373.08431858,13.88853039,4.99138329,8409.16861860,25.15034104,5.73921674
257,4291.95658803,17.44838487,4.76543263,5508.28729365,21.02022708,5.32667333
258,1126.76487184,11.68243313,4.37545996,6704.02549991,21.01770100,5.09750150
259,11204.53383185,20.38586988,4.67312044,7331.79814100,25.30951798,5.29776673
260,5407.21040965,21.22232508,4.83038816,8969.36638282,26.88928152,5.43183318
261,8550.44693333,28.32749496,5.27744602,8270.96943948,25.45305950,5.32841265
262,6582.15580009,22.84372361,4.78121017,8242.44777925,27.53395800,5.60824057
263,4491.35414053,20.78571037,4.90797382,9676.23823112,28.76837851,5.62559562
264,18629.69239214,43.65275806,6.84768762,7983.95569489,26.36421462,5.34042592
265,5356.80661863,19.58456362,4.31843774,19659.25967022,17.79255284,4.22921171
266,2950.43459948,18.39481332,4.18614743,4580.35455919,20.72708921,4.41485361
267,13642.42669016,34.08887034,5.05298614,6045.29526636,23.98414260,4.76294886
268,2307.36093571,16.32591971,4.04939470,6718.34354058,25.64604400,4.91728146
269,2174.47409288,15.88914465,3.96479860,6103.04902462,22.07930991,4.51814975
270,15392.53718540,41.34069292,6.19887448,5830.28958893,23.25733092,4.54157099
271,1138.69969496,10.73145903,3.54317227,8606.79951510,25.16876537,4.72198315
272,15124.25820838,26.65970036,4.97283115,6846.64996927,23.69734239,4.57921702
273,7644.73816698,28.45815637,4.96666375,7639.92068479,22.27751835,4.49989839
274,5204.24009620,20.87010425,4.47628929,5662.02173036,21.20384911,4.47725359
275,9821.49362664,25.85980309,4.46369744,7460.52147377,23.73513997,4.74296348
276,9589.33777062,31.51345272,5.82626406,8482.57134703,27.33151869,4.99539658
277,33253.19108400,54.77112833,7.04653780,8127.05576740,25.71286503,4.94504576
278,8329.42179754,28.59598205,5.10780132,8218.18181236,24.45661475,4.92304543
279,3756.39148705,20.08554467,4.82489233,7715.30786658,24.75757717,5.01493134
280,4555.88908162,20.82632381,4.97258695,8397.34484731,27.48658827,5.22985596
281,30409.53355263,48.37462537,7.20270959,8768.60036072,25.62612345,5.11004294
282,16527.61726209,37.34272563,5.52313842,9294.61928831,26.62175694,5.28981485
283,1799.95231076,12.03676236,4.31137366,8556.50251111,24.02922036,5.35632731
284,3643.89488793,17.92196056,4.40234761,5681.44726062,20.99762280,5.01896551
285,9820.73886743,24.32193658,5.46216968,8430.77579477,25.72982258,5.14193851
286,2684.69591971,15.10599947,4.22373425,6366.81879191,23.51454961,5.05701712
287,912.84851454,11.19481514,4.02253534,6909.17012547,23.57521934,4.95619433
288,1600.95655277,12.10670073,3.89859609,6125.06323588,21.24604072,4.67442622
289,6139.32366700,20.35481451,4.74279737,7088.83691457,25.27389371,4.85164070
290,8852.96956950,31.81198175,5.57932050,7450.56747796,24.02391412,4.88477524
291,7338.89366537,24.88963739,4.78342162,9908.46070834,29.13978281,5.29941341
292,12715.50581873,36.58057638,5.80021723,7438.22514134,22.30087855,4.74537047
293,11875.86517078,28.86378552,4.66034050,7340.60264353,24.01954315,4.81863440
294,2939.79552407,18.55388034,4.32770316,6505.33448482,22.79986529,4.71526857
295,6496.57910132,26.35400923,5.16778671,8292.16885349,25.56508394,5.02591273
296,8360.16317798,28.38440379,5.28247282,8736.87100803,27.59731259,5.14766185
297,3406.60697555,18.49744496,4.65263658,9711.17412353,29.33991537,5.39341194
298,10928.09122552,34.36521358,6.66755845,8663.70771664,26.31232534,5.21095347
299,2591.22321936,17.86636317,4.82610578,9675.08662432,28.50242619,5.54597803
300,2955.52798085,20.32510829,5.45505568,8327.54631974,26.13314389,5.30624941
301,1976.82017122,13.52025766,4.34940625,9027.21718863,28.44367702,5.52052314
302,1448.35500079,12.43643921,4.23294809,9206.26483434,27.10034983,5.40816265
303,20416.89129054,44.45073566,6.91217570,6623.34544319,23.42787885,5.10667079
304,1278.55754272,11.39564001,4.13768528,8103.07525138,25.64994687,5.35746536
305,12290.44593836,33.62258248,5.35680984,7848.67814272,25.92166322,5.26384455
306,57515.43462362,75.84705247,9.93922892,10084.24866610,29.17995305,5.56315538
307,1753.60597867,12.89408051,4.18479684,7875.84009313,22.66257310,5.17473144
308,2073.64467361,14.76844031,4.24951792,6344.11761382,22.56371144,4.91821174
309,8488.51287054,27.51820280,4.79467609,6001.16347846,21.46314015,4.77037192
310,2026.57367513,11.94999578,3.88298064,8713.05432980,28.34836242,5.18838854
311,8004.27828780,26.82371125,4.72389637,6533.19965854,23.14177947,4.78606271
312,1604.19624818,13.75857753,4.15084605,7684.47317912,24.21352049,4.92684791
313,2532.44138521,15.02926517,3.86442163,4169.53972082,16.91005691,4.29025082
314,2728.89234193,12.92770005,3.78881407,7803.27322182,26.04052066,4.85357788
315,3222.29067425,16.32759187,3.98959293,6475.39657325,20.79732428,4.42019045
316,9650.02863276,33.37043780,5.80231353,6745.38785283,23.03443455,4.61185688
317,1631.89179735,13.10856652,3.81044399,6552.51810574,24.58896549,4.72823783
318,9335.45807547,22.12827464,4.75830091,5638.82591578,21.43207908,4.45742057
319,31493.53861211,58.06950160,7.44924509,7964.68698545,26.03228520,4.75076404
320,21775.45174419,43.29474959,6.08145615,8242.61207005,25.94187656,4.90405494
321,9372.64155925,28.75877183,4.68198251,6633.18618420,21.86809444,4.67262666
322,2182.15117403,13.18047967,3.86594775,7653.92363471,26.11733817,4.96168105
323,21257.79483916,45.11312468,6.00845100,8179.78023708,26.88924784,4.92981533
324,2563.83596045,14.13193785,3.82540929,5986.02771894,20.60205311,4.47187491
325,2085.01388894,14.74652078,4.11407794,6360.77669851,20.81138289,4.39713774
326,8868.01334341,28.41486506,4.50137219,4086.39278030,16.87710266,3.99464614
327,12750.82841570,30.30994588,4.98883206,6181.47724686,23.26549322,4.45380973
328,2571.91628170,14.75873339,3.73417925,7312.52740185,22.96165497,4.43897560
329,7704.92145234,26.57511183,4.53240049,7068.32296371,23.37127694,4.49498027
330,5111.43755403,18.92688985,4.15515775,6630.65259703,22.18395568,4.38515688
331,6456.45664588,11.97205719,3.45302271,6612.05131801,22.99085506,4.41234090
332,6773.29335173,25.33934454,4.47940612,6906.55480159,22.21372352,4.44377598
333,20594.85372935,35.67990516,5.46465049,5447.73098087,20.46509536,4.29234305
334,5146.25894624,22.83447108,4.60115590,6110.22970225,20.54137757,4.22017216
335,12087.72443199,33.95796274,5.17526495,6968.77863812,24.68764926,4.52074265
336,16753.90898677,41.92119904,6.68814148,7934.74066023,25.92655660,4.76846778
337,4314.75616944,20.87258974,4.41563950,7648.89063591,25.46472572,4.75677255
338,36761.02509945,44.52632332,6.04243918,6599.84036993,24.53460534,4.56964471
339,919.12974924,9.45950328,3.32648864,6838.92743296,21.19439624,4.41426526
340,2303.02513866,12.24703049,3.30210575,5770.38179300,21.39370414,4.20347614
341,5050.23243287,21.94832598,4.35067950,5581.13172522,22.12618295,4.23622786
342,10714.29896439,30.98032021,4.97866590,7116.86870135,25.71056274,4.59665326
343,3000.06905767,17.74242366,4.05019467,6326.84158830,22.37717317,4.35559623
344,6188.42298233,25.74673927,4.71916724,6691.77019410,24.51338825,4.54447711
345,7685.67438896,20.87490173,4.14595276,11533.63297151,30.54906911,5.15150205
346,1876.10889114,14.24582851,3.90760709,5945.56722418,21.09321612,4.43403997
347,1725.59999534,12.06672899,3.57112939,6959.49673848,24.29177972,4.64380602
348,20223.01024805,40.26202809,5.43484417,5594.91652137,21.12757236,4.36592038
349,7532.86085335,25.90059028,4.40603144,6557.87614960,24.07330662,4.55311877
350,6471.81102308,24.39572881,4.13021779,6664.71875796,24.60468093,4.60349991
351,24296.55454024,47.70381155,7.22210327,7445.68744469,24.82543516,4.61005233
352,3130.78136092,16.38004314,3.56233436,4920.08675997,19.47910534,4.06093706
353,4368.37431031,19.95381450,3.84281197,5610.79709707,23.05792493,4.39393411
354,2256.12031752,10.86878158,3.08587223,7486.48814925,25.53663246,4.56982634
355,3753.13517585,13.23341860,3.21805202,6096.77518649,22.29566482,4.15557859
356,14248.42527253,36.18708948,5.54123069,7145.86141334,24.24606912,4.28210036
357,798.22923657,8.57407330,2.89968578,5957.69505103,21.42562565,4.01311473
358,1637.25904067,14.49678181,3.74922573,6856.46629886,23.34248836,4.16375732
359,2027.41884276,11.28720976,3.10428959,8265.97260089,23.13695421,4.21604785
360,1702.83661380,12.80527858,3.26201481,3875.26892173,17.82848340,3.71670908
361,3617.04056428,21.16624848,4.15365481,5302.98902604,20.59066768,3.90277764
362,6826.19423003,22.19858910,4.04911019,5143.44594785,20.60748435,3.79180134
363,24624.00352853,46.94646354,6.02542365,5807.65129969,20.53723517,3.82534577
364,1521.65583834,11.48603351,3.05169096,6246.46606264,22.11712515,4.00904426
365,6764.75786892,25.37921494,4.66074207,5472.53741356,20.03223981,3.91038052
366,3520.49892196,17.61926663,3.65644866,4855.81307941,20.37981495,3.92236732
367,6540.66344859,23.35740138,3.95269909,5688.25393762,21.80197693,3.99464105
368,3264.99605849,20.84122386,4.32793973,5757.97050366,22.33717909,4.04424197
369,7605.12879533,18.87477402,4.11400157,6708.81983784,23.90462463,4.17039315
370,14128.99930290,33.19726010,4.83229399,5772.72744095,20.84697772,3.91041018
371,1325.57435047,10.48504396,2.98105162,7470.04459788,23.94715256,4.11932561
372,2140.18094448,13.75938092,3.16579586,6465.83614012,22.18012602,4.01388155
373,1751.47731721,13.70315337,3.36169145,4670.24991824,19.90237925,3.80636699
374,5333.87908889,19.57900443,3.74726862,7698.18223757,25.77108723,4.35636407
375,2957.58225836,17.61826906,3.84027036,5563.98640729,21.60687262,4.07129609
376,3808.88845337,16.76672599,3.35875359,7070.36702431,24.32413316,4.26561340
377,4382.61220954,21.21528319,4.10939419,6089.68458045,22.37438039,4.08648479
378,8006.31610432,28.79742285,4.75434301,7344.39606323,25.50791543,4.42311559
379,8959.38037217,28.21362403,4.73136806,6645.91532881,25.07366413,4.42526786
380,1285.59476661,10.44131716,3.12681605,7702.42666839,24.71882877,4.45712251
381,7814.46204005,25.86490175,4.72954083,6514.73990315,23.91059425,4.34922229
382,19595.93353159,38.81786219,5.08287852,5994.29488378,22.96996171,4.21469573
383,3297.54480999,14.27375379,3.21201312,7743.61218540,25.76679306,4.49765293
384,29101.11663288,41.44867241,6.13496391,7280.84240688,23.84105454,4.29416318
385,11759.61471848,32.50980440,4.78310357,5775.57431395,20.46239597,3.99376555
386,6425.70583738,25.64850841,4.71160184,6779.89707190,24.66677059,4.29575078
387,18834.72263234,32.63720617,4.77027275,5653.57238755,20.93214460,3.98520340
388,1239.89236189,9.34885902,2.89386109,5517.20462294,21.85007387,4.05688991
389,1150.21824678,10.43400723,2.86712420,5165.47066861,19.84278523,3.77986294
390,6135.53815837,23.94691856,3.96018538,5835.52093853,21.22896993,3.88518762
391,3148.05499469,14.05226669,2.98549334,6311.87103199,23.49240283,4.06794834
392,1050.71169078,9.40079087,2.92429988,5401.76804747,21.92546206,3.95081871
393,3503.52369258,17.67424765,3.71143602,6292.69206444,22.50180418,3.91789815
394,6894.31383444,24.06428262,4.13995013,5875.80922101,22.38756312,3.98958476
395,1313.90773194,9.30285688,2.87459725,7654.06616201,25.08815780,4.43730200
396,1195.50946656,10.60217170,3.13159671,5401.57581536,21.87320502,4.03285392
397,4757.74687404,21.14829101,3.91804604,6071.65889942,22.15959103,4.11455715
398,7739.29412413,26.59673812,4.13336280,7205.84623350,24.84244918,4.31280910
399,2569.56601658,11.81745011,3.08150382,7521.03524648,24.86576489,4.40048312
400,878.55906159,9.42811484,2.78844149,3694.69899968,15.44976409,3.40190127
401,2099.63793198,10.97375568,2.86035947,4390.33993081,19.79604605,3.70728245
402,3131.71720782,16.09492288,3.30061509,4942.35198165,20.40372146,3.77265343
403,2357.12152346,14.13383724,2.97193271,5706.43883418,21.84254675,3.88960114
404,4084.94689986,19.22148852,3.48665091,4322.44657929,18.72808998,3.54887640
405,2438.09492773,14.49531819,3.24357702,6125.55093590,22.69385558,3.98386262
