0.00000000	0.08400246
-0.00000000	0.09650283
-0.00000000	0.10400305
0.00000000	0.11900349
-0.00000000	0.15200446
0.00000001	0.15400452
0.00000001	0.17600516
0.00000000	0.17900524
0.00000000	0.20900613
0.00000000	0.21800639
0.00000001	0.24950732
0.00000001	0.27050794
0.00000001	0.27650811
-0.00000000	0.29900877
0.00000001	0.30050882
-0.00000000	0.30100883
0.00000000	0.30300888
-0.00000000	0.31350920
0.00000000	0.33350978
0.00000001	0.34351008
-0.00000000	0.35801050
0.00000000	0.36301065
-0.00000000	0.37101088
-0.00000000	0.37601103
0.00000001	0.39201149
0.00000000	0.39601162
-0.00000000	0.42101234
-0.00000000	0.43651279
-0.00000000	0.44051293
0.00000000	0.44501305
0.00000000	0.45251328
0.00000000	0.45851345
-0.00000000	0.46951377
0.00000001	0.47651398
-0.00000000	0.47701399
0.00000001	0.50751489
0.00000001	0.52001525
0.00000001	0.54451597
-0.00000000	0.54951612
0.00000000	0.56551659
0.00000001	0.56651662
0.00000000	0.57601690
0.00000000	0.57601690
0.00000000	0.57801696
-0.00000000	0.58451715
0.00000000	0.58701722
0.00000001	0.60401772
0.00000001	0.60451773
-0.00000000	0.60701781
0.00000001	0.60951788
0.00000000	0.61001790
0.00000000	0.61301798
0.00000000	0.61801813
0.00000000	0.64251885
-0.00000000	0.64601895
-0.00000001	0.64651896
-0.00000001	0.65151911
0.00000001	0.65401918
0.00000001	0.65851932
-0.00000000	0.66151940
0.00000000	0.66301945
-0.00000000	0.66901962
-0.00000001	0.68001995
0.00000000	0.68302004
0.00000001	0.68852019
-0.00000001	0.69002024
0.00000001	0.69502039
0.00000001	0.69902050
0.00000001	0.71152087
0.00000001	0.72302122
-0.00000000	0.72852137
0.00000001	0.73002142
0.00000001	0.73102143
0.00000001	0.73152146
0.00000001	0.73352152
0.00000001	0.73402153
-0.00000001	0.73402153
0.00000001	0.74002170
0.00000001	0.74202177
0.00000001	0.74452184
-0.00000000	0.75002201
-0.00000000	0.75052203
-0.00000000	0.75102203
0.00000000	0.75352210
0.00000001	0.75602217
0.00000001	0.75852224
0.00000001	0.75852225
0.00000000	0.76352239
-0.00000001	0.76502244
0.00000001	0.76602247
0.00000000	0.77102261
0.00000001	0.77452272
0.00000001	0.78602306
0.00000000	0.78752310
0.00000001	0.78752310
-0.00000001	0.78952316
0.00000001	0.79702338
-0.00000000	0.79852342
0.00000001	0.80052348
0.00000000	0.80202353
0.00000000	0.80502362
0.00000000	0.80802370
0.00000001	0.81402388
0.00000001	0.81752398
0.00000000	0.82152410
0.00000001	0.82552421
0.00000000	0.82602423
0.00000000	0.82652424
0.00000001	0.82952433
0.00000001	0.83002435
0.00000001	0.83002435
0.00000000	0.83052436
0.00000002	0.83052436
-0.00000000	0.83052435
0.00000001	0.83152439
0.00000000	0.83152440
0.00000000	0.83202440
-0.00000000	0.83352445
-0.00000001	0.83402447
0.00000001	0.83402447
-0.00000001	0.83502449
0.00000001	0.83602452
-0.00000000	0.83652454
0.00000000	0.83702454
-0.00000001	0.83752457
-0.00000000	0.83752456
0.00000001	0.84002464
0.00000000	0.84052465
0.00000001	0.84102467
0.00000001	0.84102467
0.00000000	0.84102467
0.00000000	0.84152469
-0.00000000	0.84402476
0.00000001	0.84402475
0.00000000	0.84452477
0.00000001	0.84502478
-0.00000001	0.84702485
-0.00000000	0.84752486
-0.00000000	0.84752486
0.00000001	0.84802488
0.00000001	0.84902491
0.00000000	0.84952492
0.00000001	0.84952491
0.00000000	0.85052495
-0.00000000	0.85152498
-0.00000000	0.85152498
0.00000001	0.85202499
0.00000000	0.85352504
0.00000000	0.85452506
0.00000000	0.85702514
-0.00000000	0.85802517
-0.00000000	0.85802517
-0.00000001	0.86102526
0.00000001	0.86152527
0.00000000	0.86302532
0.00000000	0.86352533
-0.00000000	0.86352533
0.00000001	0.86402535
-0.00000000	0.86452536
-0.00000001	0.86602540
0.00000001	0.86602540
0.00050000	0.07100207
0.00050000	0.07500220
0.00050000	0.09150268
0.00050001	0.11900349
0.00050000	0.11900349
0.00050001	0.12300361
0.00050000	0.15350450
0.00050000	0.19450570
0.00050000	0.21400628
0.00050000	0.22250653
0.00049999	0.22800669
0.00049999	0.23550691
0.00050000	0.24100707
0.00050000	0.25750755
0.00050000	0.27550808
0.00049999	0.28400833
0.00050001	0.28450835
0.00050000	0.29950879
0.00050000	0.30400892
0.00050001	0.31300918
0.00050000	0.31700930
0.00049999	0.34401009
0.00050001	0.35051028
0.00049999	0.36351066
0.00050001	0.36451069
0.00050000	0.36651075
0.00050000	0.36651075
0.00050000	0.37451099
0.00050001	0.37501100
0.00049999	0.37851110
0.00050000	0.39551160
0.00050000	0.40401185
0.00050000	0.40551190
0.00049999	0.41001203
0.00049999	0.44101294
0.00049999	0.44851316
0.00050000	0.45201325
0.00050000	0.45401332
0.00050000	0.45551336
0.00050000	0.46001350
0.00050000	0.46101352
0.00050001	0.46351360
0.00050001	0.46951377
0.00050001	0.47301388
0.00050000	0.47451392
0.00050001	0.49801461
0.00050000	0.49901464
0.00050000	0.50151471
0.00049999	0.50351477
0.00050001	0.50451480
0.00050001	0.51951524
0.00050000	0.52251533
0.00050000	0.52301533
0.00049999	0.52901552
0.00049999	0.54001584
0.00050000	0.54201590
0.00050000	0.54301593
0.00049999	0.55651632
0.00050000	0.57051673
0.00050001	0.59601748
0.00050000	0.59601748
0.00050000	0.61551806
0.00049999	0.62151823
0.00050000	0.62301828
0.00049999	0.62501833
0.00050000	0.62751842
0.00049999	0.63301857
0.00050001	0.63401860
0.00050000	0.65851931
0.00050001	0.66151940
0.00049999	0.66551952
0.00050000	0.67101968
0.00049999	0.67351976
0.00050000	0.67601983
0.00050000	0.68652014
0.00050000	0.68752018
0.00050000	0.68852020
0.00050000	0.69202031
0.00050000	0.69902050
0.00049999	0.70202060
0.00050000	0.70202059
0.00050000	0.71252090
0.00050001	0.71352093
0.00049999	0.71902109
0.00050000	0.72102114
0.00050001	0.72352122
0.00050000	0.73052143
0.00050000	0.73402153
0.00049999	0.73702162
